title,description,file size and date,additional keywords,link,derived_link
People's Front for ,"[""The People's Front for "", 'Democracy', ' and Justice (Tigrinya: ህዝባዊ ግንባር ንደሞክራስን ፍትሕን, PFDJ) is the founding, ruling, and sole legal political party of the State...']","['26 KB (2,956 words) - 18:11, 6 November 2023']",[],/wiki/People%27s_Front_for_Democracy_and_Justice,/wiki/Pro-democracy
The Case for ,"['The Case for ', 'Democracy', ' is a foreign policy manifesto written by one-time Soviet political prisoner and former Israeli Member of the Knesset, Natan Sharansky...']","['3 KB (250 words) - 14:08, 16 December 2021']",[],/wiki/The_Case_for_Democracy,/wiki/Pro-democracy
Union ,"['Union ', 'democracy', ' is a term referring to the governance of trade unions, in terms of the quality of election procedures at ensuring the executives of a...']","['7 KB (926 words) - 14:54, 8 December 2022']",[],/wiki/Union_democracy,/wiki/Pro-democracy
Democracy,"['The ', 'Democracy', ' at Home Party (Romanian: Partidul Democrația Acasă) or ', 'Democracy', ' at Home Political Party (Partidul Politic Democrația Acasă; PPDA) is a populist...']","['6 KB (441 words) - 13:51, 24 February 2023']",[],/wiki/Democracy_at_Home_Party,/wiki/Pro-democracy
Appetite for ,"['Appetite for ', 'Democracy', "" was a series of concerts by hard rock band Guns N' Roses celebrating 25 years of Appetite for Destruction, and four years for their...""]","['33 KB (592 words) - 19:24, 8 July 2023']",[],/wiki/Appetite_for_Democracy_(Tour),/wiki/Pro-democracy
Democracy,"['Democracy', ' Spring was a progressive social movement organization based in the United States that used campaigns of escalating nonviolent civil disobedience...']","['20 KB (1,666 words) - 20:33, 25 August 2023']",[],/wiki/Democracy_Spring,/wiki/Pro-democracy
Bedtime for ,"['Bedtime for ', 'Democracy', ' is the fourth and final studio album by American punk rock band Dead Kennedys. Released in 1986, songs on this album cover common...']","['7 KB (404 words) - 09:19, 19 October 2023']",[],/wiki/Bedtime_for_Democracy,/wiki/Pro-democracy
Forum for ,"['Forum for ', 'Democracy', ' (Dutch: Forum voor Democratie, [ˈfoː.rʏm voːr ˌdeː.moː.kraːˈ(t)si]; FvD) is a far-right political party in the Netherlands, founded...']","['58 KB (4,754 words) - 20:57, 8 November 2023']",[],/wiki/Forum_for_Democracy,/wiki/Pro-democracy
Post-,"['The term post-', 'democracy', ' was used by Warwick University political scientist Colin Crouch in 2000 in his book Coping with Post-', 'Democracy', '. It designates states...']","['8 KB (931 words) - 17:44, 17 September 2023']",[],/wiki/Post-democracy,/wiki/Pro-democracy
Education and ,"['Education and ', 'Democracy', ': The Meaning of Alexander Meiklejohn, 1872–1964 is the first full biography of Alexander Meiklejohn written by Adam R. Nelson...']","['14 KB (1,527 words) - 08:22, 20 September 2023']",[],/wiki/Education_and_Democracy,/wiki/Pro-democracy
Democracy,"['of April Revolution, Busan–Masan ', 'Democracy', ' Movement and June ', 'Democracy', ' Movement. ""Objectives and History"". ', 'Democracy', ' Park. Archived from the original...']","['2 KB (58 words) - 20:31, 25 August 2023']",[],/wiki/Democracy_Park,/wiki/Pro-democracy
Christian ,"['Christian ', 'Democracy', ' for Autonomies (Italian: Democrazia Cristiana per le Autonomie, DCA) was a minor Christian-democratic political party in Italy. DCA...']","['5 KB (395 words) - 19:16, 7 June 2023']",[],/wiki/Christian_Democracy_for_Autonomies,/wiki/Pro-democracy
Community for ,"['The Community for ', 'Democracy', ' and Rights of Nations (Russian: Сообщество за демократию и права народов), also commonly and colloquially known as the Commonwealth...']","['9 KB (723 words) - 01:30, 7 October 2023']",[],/wiki/Community_for_Democracy_and_Rights_of_Nations,/wiki/Pro-democracy
Under Secretary of State for ,"['The Under Secretary for ', 'Democracy', ' and Global Affairs is a former position within the United States Department of State that, according to the Department...']","['3 KB (268 words) - 02:51, 11 October 2022']",[],/wiki/Under_Secretary_of_State_for_Democracy_and_Global_Affairs,/wiki/Pro-democracy
Radical ,"['Radical ', 'democracy', ' is a type of ', 'democracy', ' that advocates the radical extension of equality and liberty. Radical ', 'democracy', ' is concerned with a radical extension...']","['25 KB (3,012 words) - 09:48, 14 October 2023']",[],/wiki/Radical_democracy,/wiki/Pro-democracy
Party of Direct ,"['Direct ', 'Democracy', ' (Russian: Партия прямой демократии, romanized:\xa0Partiya pryamoy demokratii; PPD), sometimes translated as the Direct ', 'Democracy', ' Party,...']","['11 KB (993 words) - 20:18, 27 September 2023']",[],/wiki/Party_of_Direct_Democracy,/wiki/Pro-democracy
Democracy,"['Democracy', ' & Nature was a peer-reviewed academic journal of Politics established in 1992 by Takis Fotopoulos as Society and Nature, obtaining its later...']","['6 KB (576 words) - 17:39, 11 June 2023']",[],/wiki/Democracy_%26_Nature,/wiki/Pro-democracy
Reagan–Fascell ,"['The Reagan–Fascell ', 'Democracy', ' Fellowship Program is a program of the National Endowment for ', 'Democracy', ' (NED). It is named for Ronald Reagan and the late...']","['910 bytes (71 words) - 01:12, 12 September 2023']",[],/wiki/Reagan%E2%80%93Fascell_Democracy_Fellowship,/wiki/Pro-democracy
International Institute for ,"['The International Institute for ', 'Democracy', ' and Electoral Assistance (International IDEA) is an intergovernmental organization that works to support and...']","['15 KB (1,500 words) - 11:49, 3 November 2023']",[],/wiki/International_Institute_for_Democracy_and_Electoral_Assistance,/wiki/Pro-democracy
Appetite for ,"['Appetite for ', 'Democracy', "" 3D is a live concert film released in Cinemas, Broadcast and BD/DVD by Guns N' Roses, filmed live at The Joint at the Hard Rock...""]","['16 KB (814 words) - 21:02, 8 November 2023']",[],/wiki/Appetite_for_Democracy_3D,/wiki/Pro-democracy
Community of ,"['The Community of ', 'Democracies', ' (C.O.D), established in 2000, is an intergovernmental coalition of states. Its aim is to bring together governments, civil...']","['12 KB (1,246 words) - 14:59, 25 October 2023']",[],/wiki/Community_of_Democracies,/wiki/Pro-democracy
Alliance for ,"['Alliance for ', 'Democracy', ' may refer to: Alliance for ', 'Democracy', ' (Dominican Republic) Alliance for ', 'Democracy', ' (Malawi) Alliance for ', 'Democracy', ' in Mali Alliance...']","['587 bytes (94 words) - 01:43, 11 June 2020']",[],/wiki/Alliance_for_Democracy,/wiki/Pro-democracy
Westminster Foundation for ,"['The Westminster Foundation for ', 'Democracy', ' (WFD) is a United Kingdom non-departmental public body set up to support democratic institutions overseas. It...']","['8 KB (675 words) - 10:34, 27 September 2023']",[],/wiki/Westminster_Foundation_for_Democracy,/wiki/Pro-democracy
Chinese ,"['The Chinese ', 'Democracy', "" Tour was a worldwide concert tour by American rock band Guns N' Roses to promote the group's album Chinese "", 'Democracy', '. It began in...']","['136 KB (8,231 words) - 08:46, 17 October 2023']",[],/wiki/Chinese_Democracy_Tour,/wiki/Pro-democracy
Freedom and Direct ,"['Freedom and Direct ', 'Democracy', ' (Czech: Svoboda a přímá demokracie, SPD) is a right-wing populist political party in the Czech Republic. It is led by Tomio...']","['27 KB (1,639 words) - 19:22, 28 October 2023']",[],/wiki/Freedom_and_Direct_Democracy,/wiki/Pro-democracy
Democracy,"['The ', 'Democracy', ' and Peace Party (Burmese: ဒီမိုကရေစီနှင့် ငြိမ်းချမ်းရေးပါတီ, pronounced [dìmòkəɹèsì n̥ɪ̰ɰ̃ ɲéiɰ̃dʑáɰ̃jé pàtì]; abbreviated DPP; formerly...']","['2 KB (187 words) - 04:36, 18 September 2023']",[],/wiki/Democracy_and_Peace_Party,/wiki/Pro-democracy
Democracy,"['A ', 'democracy', ' voucher is a method of public financing of political campaigns used in municipal elections in Seattle, Washington, United States. It was approved...']","['8 KB (865 words) - 20:32, 25 August 2023']",[],/wiki/Democracy_voucher,/wiki/Pro-democracy
Democracy,"['American ', 'democracy', ' promotion aims to encourage governmental and non-governmental actors to pursue political reforms that will lead ultimately to democratic...']","['66 KB (8,422 words) - 17:56, 1 November 2023']",[],/wiki/Democracy_promotion_by_the_United_States,/wiki/Pro-democracy
No ,"['No ', 'Democracy', "" is the fifteenth studio album by Japanese pop rock band Glay, released on 2 October 2019. The album's details were announced on 17 August...""]","['8 KB (592 words) - 19:20, 29 December 2022']",[],/wiki/No_Democracy,/wiki/Pro-democracy
2015–16 New ,"['The 2015–16 New ', 'Democracy', ' leadership election refers to the two-round election to determine the next president of New ', 'Democracy', ', after the resignation...']","['12 KB (777 words) - 04:24, 23 October 2023']",[],/wiki/2015%E2%80%9316_New_Democracy_leadership_election,/wiki/Pro-democracy
List of direct ,"['advocate for direct ', 'democracy', '. \xa0Brazil Green Party (Brazil) Socialism and Liberty Party \xa0Canada None of the Above Direct ', 'Democracy', ' Party Online Party of...']","['3 KB (263 words) - 14:42, 9 October 2023']",[],/wiki/List_of_direct_democracy_parties,/wiki/Pro-democracy
Voice – Social ,"['Voice – Social ', 'Democracy', ' (Slovak: Hlas – sociálna demokracia), also commonly referred to as Hlas, is a social-democratic and left-wing nationalist political...']","['19 KB (1,446 words) - 10:04, 8 November 2023']",[],/wiki/Voice_%E2%80%93_Social_Democracy,/wiki/Pro-democracy
Europe of Freedom and Direct ,"['Europe of Freedom and Direct ', 'Democracy', ' (EFDD or EFD²) was a Eurosceptic and populist political group in the European Parliament. The EFDD group was a...']","['27 KB (2,098 words) - 06:45, 27 September 2023']",[],/wiki/Europe_of_Freedom_and_Direct_Democracy,/wiki/Pro-democracy
Congress for ,"['The Congress for ', 'Democracy', ' and Progress (French: Congrès pour la Démocratie et le Progrès, CDP) was the ruling party in Burkina Faso from 1996 until the...']","['10 KB (702 words) - 04:05, 24 December 2022']",[],/wiki/Congress_for_Democracy_and_Progress,/wiki/Pro-democracy
Forum for the Restoration of ,"['The Forum for the Restoration of ', 'Democracy', '–People, commonly known as Ford People, was a political party in Kenya. The party was established in October...']","['3 KB (199 words) - 09:44, 14 September 2023']",[],/wiki/Forum_for_the_Restoration_of_Democracy_%E2%80%93_People,/wiki/Pro-democracy
The War on ,"['The War on ', 'Democracy', ' is a 2007 documentary film directed by Christopher Martin and John Pilger, who also wrote the narration. Focusing on the political...']","['7 KB (686 words) - 18:32, 21 August 2023']",[],/wiki/The_War_on_Democracy,/wiki/Pro-democracy
People's ,"[""People's "", 'Democracy', ' (PD; Irish: Daonlathas an Phobail) was a political organisation that arose from the Northern Ireland civil rights movement. It held...']","['15 KB (1,453 words) - 18:01, 28 October 2023']",[],/wiki/People%27s_Democracy_(Ireland),/wiki/Pro-democracy
Democracy,"['Democracy', ': The God That Failed is a 2001 book by Hans-Hermann Hoppe containing thirteen essays on ', 'democracy', '. Passages in the book oppose universal suffrage...']","['7 KB (694 words) - 20:09, 29 August 2023']",[],/wiki/Democracy:_The_God_That_Failed,/wiki/Pro-democracy
Democracy,"['Democracy', ' in Bangladesh was first introduced when the British ruled South Asia from 1700 to 1947, where Bangladesh was among the first British colonies...']","['24 KB (2,865 words) - 15:13, 24 October 2023']",[],/wiki/Democracy_in_Bangladesh,/wiki/Pro-democracy
Real ,"['Real ', 'Democracy', ' (Dutch: Echte Democratie, Papiamento: Democracia Real, PDR) was a political party in Aruba. The party was founded by Andin Bikker on 20...']","['3 KB (191 words) - 09:36, 19 August 2023']",[],/wiki/Real_Democracy,/wiki/Pro-democracy
Christian ,"['Christian ', 'Democracy', ' (Italian: Democrazia Cristiana, DC) is a minor Christian democratic and strongly social-conservative political party in Italy. The...']","['8 KB (900 words) - 08:17, 12 February 2023']",[],"/wiki/Christian_Democracy_(Italy,_2002)",/wiki/Pro-democracy
Bhutanese ,"['The development of Bhutanese ', 'democracy', ' has been marked by the active encouragement and participation of reigning Bhutanese monarchs since the 1950s, beginning...']","['37 KB (4,057 words) - 09:56, 9 October 2023']",[],/wiki/Bhutanese_democracy,/wiki/Pro-democracy
Forum for the Restoration of ,"['The Forum for the Restoration of ', 'Democracy', ""–Asili (FORD–Asili) is a political party in Kenya. Asili means 'original' in Swahili. FORD-Asili has its origins...""]","['4 KB (370 words) - 04:06, 9 February 2023']",[],/wiki/Forum_for_the_Restoration_of_Democracy_%E2%80%93_Asili,/wiki/Pro-democracy
Democracy,"['Democracy', "" in Motion (German: Demokratie in Bewegung, DiB) is a minor party in Germany. The basis for the party's founding was a petition on change.org...""]","['15 KB (1,432 words) - 20:29, 10 February 2023']",[],/wiki/Democracy_in_Motion,/wiki/Pro-democracy
